product_id,date,stock_received,damaged_stock
284460,2023-03-18,0,2
552883,2023-03-18,4,0
952124,2023-03-18,0,2
555121,2023-03-18,3,0
217710,2023-03-18,0,2
89084,2023-03-18,4,2
891833,2023-03-18,0,2
741341,2023-03-18,0,2
329351,2023-03-18,3,0
324809,2023-03-18,4,0
337168,2023-03-18,4,2
659290,2023-03-18,3,0
883013,2023-03-18,3,0
455083,2023-03-18,4,0
183929,2023-03-18,0,2
578097,2023-03-18,0,2
949818,2023-03-18,3,0
690565,2023-03-18,0,2
361361,2023-03-18,3,0
378230,2023-03-18,3,0
658389,2023-03-18,0,2
762527,2023-03-18,1,0
952168,2023-03-18,0,2
587420,2023-03-18,4,0
491521,2023-03-18,1,0
914071,2023-03-18,4,0
567671,2023-03-18,3,0
319388,2023-03-18,0,2
681063,2023-03-18,0,2
679321,2023-03-18,0,2
378287,2023-03-18,4,0
118820,2023-03-18,3,0
667163,2023-03-18,4,0
228286,2023-03-18,1,2
890232,2023-03-18,0,2
365132,2023-03-18,3,2
689769,2023-03-18,4,0
305754,2023-03-18,3,0
33955,2023-03-18,0,2
623234,2023-03-18,3,0
652118,2023-03-18,0,2
187399,2023-03-18,0,2
621677,2023-03-18,0,2
272170,2023-03-18,3,2
487931,2023-03-18,4,0
901144,2023-03-18,4,0
945635,2023-03-18,3,0
760684,2023-03-18,0,2
354409,2023-03-18,0,2
490602,2023-03-18,3,0
131136,2023-03-18,4,0
679865,2023-03-18,0,2
317242,2023-03-18,3,0
644847,2023-03-18,0,2
993331,2023-03-18,1,2
807452,2023-03-18,4,2
36412,2023-03-18,4,0
94225,2023-03-18,4,0
18035,2023-03-18,0,2
435929,2023-03-18,4,0
552496,2023-03-18,4,0
455755,2023-03-18,0,2
91670,2023-03-18,0,2
144124,2023-03-18,3,0
747801,2023-03-18,0,2
677542,2023-03-18,1,0
697683,2023-03-18,3,0
894539,2023-03-18,3,0
739448,2023-03-18,0,2
448752,2023-03-18,0,2
365133,2023-03-18,4,2
133542,2023-03-18,0,2
767398,2023-03-18,3,0
473647,2023-03-18,1,0
647462,2023-03-18,3,2
803607,2023-03-18,3,0
859361,2023-03-18,3,0
219598,2023-03-18,0,2
600767,2023-03-18,4,0
784827,2023-03-18,3,0
6405,2023-03-18,3,0
853932,2023-03-18,0,2
820973,2023-03-18,3,0
367391,2023-03-18,3,0
927651,2023-03-18,3,0
930284,2023-03-18,3,0
4452,2023-03-18,0,2
82484,2023-03-18,3,0
57405,2023-03-18,0,2
707935,2023-03-18,3,2
52729,2023-03-18,3,0
661577,2023-03-18,3,2
564692,2023-03-18,4,0
256783,2023-03-18,3,0
186168,2023-03-18,0,2
537274,2023-03-18,1,2
913428,2023-03-18,4,0
757274,2023-03-18,3,0
726958,2023-03-18,0,2
613942,2023-03-18,1,0
784673,2023-03-18,0,2
723678,2023-03-18,1,0
677169,2023-03-18,3,2
706112,2023-03-18,3,0
557908,2023-03-18,4,0
587645,2023-03-18,0,2
837480,2023-03-18,4,2
566052,2023-03-18,4,0
137909,2023-03-18,4,2
264803,2023-03-18,3,0
851978,2023-03-18,3,2
33797,2023-03-18,0,2
123983,2023-03-18,3,2
237083,2023-03-18,0,2
679284,2023-03-18,3,2
240179,2023-03-18,3,0
673058,2023-03-18,3,0
965755,2023-03-19,0,2
516376,2023-03-19,1,2
39154,2023-03-19,4,0
34186,2023-03-19,0,2
196719,2023-03-19,0,2
478531,2023-03-19,3,2
812607,2023-03-19,4,2
14145,2023-03-19,0,2
871592,2023-03-19,4,0
284460,2023-03-19,0,2
70969,2023-03-19,3,0
952124,2023-03-19,0,2
397973,2023-03-19,3,0
462526,2023-03-19,4,0
217710,2023-03-19,4,0
89084,2023-03-19,3,0
888807,2023-03-19,4,0
15314,2023-03-19,0,2
891833,2023-03-19,1,2
500739,2023-03-19,4,0
798639,2023-03-19,3,0
329351,2023-03-19,3,2
659290,2023-03-19,3,0
883013,2023-03-19,3,2
592784,2023-03-19,4,0
578097,2023-03-19,0,2
487065,2023-03-19,4,0
734789,2023-03-19,4,2
949818,2023-03-19,1,0
690565,2023-03-19,1,0
291238,2023-03-19,0,2
313754,2023-03-19,0,2
378230,2023-03-19,4,0
658389,2023-03-19,3,0
952168,2023-03-19,0,2
602241,2023-03-19,0,2
491521,2023-03-19,3,0
914071,2023-03-19,0,2
481843,2023-03-19,3,0
681063,2023-03-19,0,2
679321,2023-03-19,0,2
378287,2023-03-19,0,2
118820,2023-03-19,4,0
667163,2023-03-19,0,2
712003,2023-03-19,3,0
513199,2023-03-19,0,2
532965,2023-03-19,0,2
365132,2023-03-19,0,2
689769,2023-03-19,0,2
969851,2023-03-19,4,2
398340,2023-03-19,0,2
491314,2023-03-19,0,2
33955,2023-03-19,0,2
954722,2023-03-19,3,0
606256,2023-03-19,0,2
925482,2023-03-19,3,0
306177,2023-03-19,1,2
272170,2023-03-19,3,0
692985,2023-03-19,0,2
487931,2023-03-19,4,0
53833,2023-03-19,3,2
903336,2023-03-19,1,0
945635,2023-03-19,3,0
490602,2023-03-19,0,2
131136,2023-03-19,3,0
317242,2023-03-19,0,2
807452,2023-03-19,4,0
461804,2023-03-19,4,0
36412,2023-03-19,0,2
704868,2023-03-19,4,2
18035,2023-03-19,4,0
435929,2023-03-19,0,2
91670,2023-03-19,0,2
336847,2023-03-19,3,2
144124,2023-03-19,4,0
677542,2023-03-19,3,0
604184,2023-03-19,3,0
697683,2023-03-19,1,0
739534,2023-03-19,4,2
700048,2023-03-19,0,2
448752,2023-03-19,0,2
365133,2023-03-19,3,2
133542,2023-03-19,1,0
767398,2023-03-19,3,0
9436,2023-03-19,3,0
112390,2023-03-19,3,0
647462,2023-03-19,3,0
34200,2023-03-19,3,0
753354,2023-03-19,0,2
490939,2023-03-19,0,2
799688,2023-03-19,0,2
684939,2023-03-19,4,2
219598,2023-03-19,4,0
140154,2023-03-19,3,0
449106,2023-03-19,3,0
615545,2023-03-19,3,0
366066,2023-03-19,0,2
6405,2023-03-19,3,2
853932,2023-03-19,3,0
51036,2023-03-19,4,0
367391,2023-03-19,3,0
927651,2023-03-19,3,0
4452,2023-03-19,0,2
440875,2023-03-19,0,2
953175,2023-03-19,3,0
707935,2023-03-19,3,0
52729,2023-03-19,3,0
661577,2023-03-19,3,0
951463,2023-03-19,0,2
564692,2023-03-19,3,0
256783,2023-03-19,0,2
537274,2023-03-19,3,0
525531,2023-03-19,4,0
913428,2023-03-19,3,2
757274,2023-03-19,1,0
642612,2023-03-19,0,2
613942,2023-03-19,0,2
425341,2023-03-19,0,2
677169,2023-03-19,1,2
557908,2023-03-19,4,0
799459,2023-03-19,0,2
56589,2023-03-19,4,0
26060,2023-03-19,3,0
33797,2023-03-19,4,2
123983,2023-03-19,4,2
237083,2023-03-19,3,0
444361,2023-03-19,4,0
679284,2023-03-19,4,2
240179,2023-03-19,1,0
114414,2023-03-19,3,2
153019,2023-03-20,3,0
11422,2023-03-20,4,2
848226,2023-03-20,4,0
222892,2023-03-20,4,0
516376,2023-03-20,4,0
39154,2023-03-20,1,0
478531,2023-03-20,0,2
812607,2023-03-20,3,0
14145,2023-03-20,3,0
654297,2023-03-20,4,2
70969,2023-03-20,4,2
952124,2023-03-20,0,2
818522,2023-03-20,0,2
376447,2023-03-20,0,2
89084,2023-03-20,1,0
136533,2023-03-20,1,2
714999,2023-03-20,0,2
880510,2023-03-20,0,2
257719,2023-03-20,3,2
500633,2023-03-20,4,0
799952,2023-03-20,0,2
798639,2023-03-20,0,2
337168,2023-03-20,4,0
659290,2023-03-20,3,0
578097,2023-03-20,1,0
487065,2023-03-20,3,0
949818,2023-03-20,0,2
291238,2023-03-20,4,0
654623,2023-03-20,1,2
313754,2023-03-20,4,2
658389,2023-03-20,4,0
990993,2023-03-20,1,0
762527,2023-03-20,1,0
542300,2023-03-20,0,2
602241,2023-03-20,0,2
491521,2023-03-20,3,0
991434,2023-03-20,0,2
171602,2023-03-20,0,2
60619,2023-03-20,0,2
378287,2023-03-20,4,2
712003,2023-03-20,4,0
513199,2023-03-20,3,0
962054,2023-03-20,3,2
378676,2023-03-20,3,2
890232,2023-03-20,0,2
532965,2023-03-20,4,0
365132,2023-03-20,3,0
398340,2023-03-20,0,2
491314,2023-03-20,4,0
470449,2023-03-20,0,2
954722,2023-03-20,4,0
131937,2023-03-20,0,2
652118,2023-03-20,1,0
925482,2023-03-20,0,2
306177,2023-03-20,0,2
272170,2023-03-20,3,0
901144,2023-03-20,0,2
876139,2023-03-20,3,0
903336,2023-03-20,0,2
120532,2023-03-20,1,2
945635,2023-03-20,0,2
760684,2023-03-20,1,0
354409,2023-03-20,0,2
490602,2023-03-20,1,0
131136,2023-03-20,0,2
644847,2023-03-20,4,0
327290,2023-03-20,3,0
993331,2023-03-20,3,0
807452,2023-03-20,0,2
704868,2023-03-20,0,2
18035,2023-03-20,4,0
455755,2023-03-20,3,2
144124,2023-03-20,0,2
589812,2023-03-20,0,2
677542,2023-03-20,3,2
604184,2023-03-20,0,2
697683,2023-03-20,3,0
448752,2023-03-20,3,2
133542,2023-03-20,0,2
863930,2023-03-20,1,2
9436,2023-03-20,1,2
647462,2023-03-20,0,2
753354,2023-03-20,3,0
803607,2023-03-20,4,0
124290,2023-03-20,0,2
140489,2023-03-20,0,2
859361,2023-03-20,0,2
492958,2023-03-20,0,2
684939,2023-03-20,1,0
140154,2023-03-20,1,2
449106,2023-03-20,3,0
6405,2023-03-20,0,2
51036,2023-03-20,0,2
820973,2023-03-20,3,0
433521,2023-03-20,0,2
927651,2023-03-20,3,0
57405,2023-03-20,0,2
707935,2023-03-20,3,0
942001,2023-03-20,3,2
585299,2023-03-20,3,0
120385,2023-03-20,3,0
52729,2023-03-20,4,0
661577,2023-03-20,4,0
373536,2023-03-20,0,2
243235,2023-03-20,3,0
186168,2023-03-20,4,0
537274,2023-03-20,4,0
525531,2023-03-20,4,0
757274,2023-03-20,3,0
771228,2023-03-20,0,2
760828,2023-03-20,3,2
723678,2023-03-20,3,0
451812,2023-03-20,1,0
274207,2023-03-20,4,2
706112,2023-03-20,3,2
587645,2023-03-20,0,2
566052,2023-03-20,4,0
851978,2023-03-20,4,0
992178,2023-03-20,3,0
56589,2023-03-20,0,2
26060,2023-03-20,3,0
123983,2023-03-20,0,2
444361,2023-03-20,0,2
679284,2023-03-20,3,0
673058,2023-03-20,0,2
153019,2023-03-21,0,2
11422,2023-03-21,4,0
516376,2023-03-21,4,0
34186,2023-03-21,0,2
196719,2023-03-21,0,2
478531,2023-03-21,0,2
818990,2023-03-21,3,0
349294,2023-03-21,0,2
847349,2023-03-21,0,2
284460,2023-03-21,3,0
473929,2023-03-21,0,2
77308,2023-03-21,3,2
70969,2023-03-21,3,0
952124,2023-03-21,0,2
555121,2023-03-21,1,2
818522,2023-03-21,4,2
217710,2023-03-21,0,2
146840,2023-03-21,3,2
89084,2023-03-21,1,0
136533,2023-03-21,0,2
257719,2023-03-21,0,2
891833,2023-03-21,3,0
500739,2023-03-21,0,2
839170,2023-03-21,3,0
183929,2023-03-21,0,2
734789,2023-03-21,3,0
949818,2023-03-21,0,2
361361,2023-03-21,0,2
291238,2023-03-21,3,2
654623,2023-03-21,0,2
313754,2023-03-21,4,2
658389,2023-03-21,3,0
990993,2023-03-21,0,2
602241,2023-03-21,4,0
491521,2023-03-21,1,0
567671,2023-03-21,0,2
962591,2023-03-21,0,2
107548,2023-03-21,0,2
328457,2023-03-21,0,2
681063,2023-03-21,3,0
378287,2023-03-21,0,2
118820,2023-03-21,0,2
712307,2023-03-21,0,2
378676,2023-03-21,0,2
365132,2023-03-21,0,2
689769,2023-03-21,3,0
969851,2023-03-21,0,2
305754,2023-03-21,4,0
33955,2023-03-21,3,2
954722,2023-03-21,4,0
131937,2023-03-21,0,2
606256,2023-03-21,3,0
611575,2023-03-21,4,2
272170,2023-03-21,0,2
692985,2023-03-21,0,2
901144,2023-03-21,0,2
53833,2023-03-21,3,0
876139,2023-03-21,1,0
903336,2023-03-21,4,0
120532,2023-03-21,3,2
945635,2023-03-21,3,2
937542,2023-03-21,1,2
490602,2023-03-21,3,0
287070,2023-03-21,1,0
679865,2023-03-21,0,2
327290,2023-03-21,0,2
451933,2023-03-21,4,0
461804,2023-03-21,3,0
94225,2023-03-21,3,2
704868,2023-03-21,4,2
435929,2023-03-21,4,2
820541,2023-03-21,4,0
336847,2023-03-21,3,2
747801,2023-03-21,1,0
677542,2023-03-21,3,0
604184,2023-03-21,3,0
697683,2023-03-21,1,2
894539,2023-03-21,0,2
709916,2023-03-21,0,2
700048,2023-03-21,0,2
365133,2023-03-21,1,2
473647,2023-03-21,1,0
9436,2023-03-21,0,2
385113,2023-03-21,0,2
647462,2023-03-21,3,0
753354,2023-03-21,3,2
672059,2023-03-21,0,2
140489,2023-03-21,3,0
859361,2023-03-21,3,0
256051,2023-03-21,4,0
615545,2023-03-21,0,2
784827,2023-03-21,4,2
970529,2023-03-21,4,0
4452,2023-03-21,0,2
440875,2023-03-21,3,0
953175,2023-03-21,0,2
942001,2023-03-21,3,0
585299,2023-03-21,3,0
120385,2023-03-21,3,0
564692,2023-03-21,0,2
131748,2023-03-21,4,0
256783,2023-03-21,3,2
186168,2023-03-21,3,2
537274,2023-03-21,4,0
525531,2023-03-21,3,0
913428,2023-03-21,3,2
613942,2023-03-21,0,2
425341,2023-03-21,1,0
771228,2023-03-21,1,0
760828,2023-03-21,4,2
451812,2023-03-21,0,2
677169,2023-03-21,0,2
706112,2023-03-21,3,0
837480,2023-03-21,0,2
992178,2023-03-21,0,2
56589,2023-03-21,3,2
298985,2023-03-21,0,2
444361,2023-03-21,0,2
679284,2023-03-21,0,2
114414,2023-03-21,0,2
153019,2023-03-22,3,0
669378,2023-03-22,0,2
848226,2023-03-22,0,2
222892,2023-03-22,3,0
516376,2023-03-22,3,0
39154,2023-03-22,0,2
34186,2023-03-22,0,2
478531,2023-03-22,4,2
812607,2023-03-22,0,2
14145,2023-03-22,3,0
349294,2023-03-22,1,2
847349,2023-03-22,1,0
871592,2023-03-22,4,0
397973,2023-03-22,0,2
555121,2023-03-22,3,0
818522,2023-03-22,4,2
462526,2023-03-22,0,2
376447,2023-03-22,4,0
888807,2023-03-22,0,2
382511,2023-03-22,0,2
67197,2023-03-22,3,0
880510,2023-03-22,3,0
257719,2023-03-22,4,0
741341,2023-03-22,4,0
798639,2023-03-22,4,0
833557,2023-03-22,4,0
839170,2023-03-22,0,2
578097,2023-03-22,3,0
487065,2023-03-22,0,2
734789,2023-03-22,4,0
949818,2023-03-22,0,2
654623,2023-03-22,3,2
378230,2023-03-22,4,0
658389,2023-03-22,0,2
990993,2023-03-22,4,2
952168,2023-03-22,4,0
542300,2023-03-22,1,0
491521,2023-03-22,3,2
832348,2023-03-22,3,2
567671,2023-03-22,3,2
60619,2023-03-22,3,0
962591,2023-03-22,1,0
194682,2023-03-22,3,0
681063,2023-03-22,3,0
300159,2023-03-22,1,0
667163,2023-03-22,4,0
228286,2023-03-22,0,2
561860,2023-03-22,4,0
712307,2023-03-22,0,2
513199,2023-03-22,0,2
890232,2023-03-22,4,0
689769,2023-03-22,4,2
305754,2023-03-22,3,0
491314,2023-03-22,4,0
470449,2023-03-22,0,2
623234,2023-03-22,4,2
131937,2023-03-22,4,0
925482,2023-03-22,0,2
611575,2023-03-22,0,2
272170,2023-03-22,4,0
721521,2023-03-22,0,2
692985,2023-03-22,0,2
487931,2023-03-22,0,2
903336,2023-03-22,4,0
120532,2023-03-22,0,2
937542,2023-03-22,3,0
490602,2023-03-22,3,0
131136,2023-03-22,3,0
287070,2023-03-22,3,0
679865,2023-03-22,0,2
317242,2023-03-22,0,2
993331,2023-03-22,0,2
807452,2023-03-22,0,2
461804,2023-03-22,1,0
36412,2023-03-22,1,0
94225,2023-03-22,0,2
820541,2023-03-22,0,2
552496,2023-03-22,0,2
336847,2023-03-22,3,0
589812,2023-03-22,3,0
677542,2023-03-22,0,2
604184,2023-03-22,3,0
697683,2023-03-22,1,0
968887,2023-03-22,1,0
739448,2023-03-22,1,0
700048,2023-03-22,1,0
365133,2023-03-22,0,2
647462,2023-03-22,3,0
753354,2023-03-22,0,2
672059,2023-03-22,3,0
803607,2023-03-22,0,2
799688,2023-03-22,0,2
859361,2023-03-22,3,0
684939,2023-03-22,4,0
140154,2023-03-22,4,0
449106,2023-03-22,3,0
615545,2023-03-22,3,2
784827,2023-03-22,3,0
970529,2023-03-22,3,2
367391,2023-03-22,3,2
433521,2023-03-22,3,0
927651,2023-03-22,0,2
82484,2023-03-22,0,2
440875,2023-03-22,0,2
432617,2023-03-22,3,2
953175,2023-03-22,3,0
57405,2023-03-22,3,0
707935,2023-03-22,0,2
942001,2023-03-22,0,2
52729,2023-03-22,1,0
243235,2023-03-22,0,2
131748,2023-03-22,3,0
525531,2023-03-22,3,0
913428,2023-03-22,3,0
726958,2023-03-22,3,0
642612,2023-03-22,3,0
784673,2023-03-22,3,0
760828,2023-03-22,0,2
677169,2023-03-22,4,0
706112,2023-03-22,0,2
557908,2023-03-22,0,2
587645,2023-03-22,3,0
837480,2023-03-22,3,0
566052,2023-03-22,0,2
137909,2023-03-22,3,0
992178,2023-03-22,1,0
56589,2023-03-22,3,0
26060,2023-03-22,0,2
154179,2023-03-22,3,2
444361,2023-03-22,0,2
240179,2023-03-22,3,0
673058,2023-03-22,3,0
114414,2023-03-22,0,2
848226,2023-03-23,0,2
222892,2023-03-23,3,0
39154,2023-03-23,0,2
34186,2023-03-23,0,2
478531,2023-03-23,3,0
14145,2023-03-23,4,0
349294,2023-03-23,0,2
871592,2023-03-23,3,0
284460,2023-03-23,0,2
473929,2023-03-23,0,2
552883,2023-03-23,0,2
818522,2023-03-23,4,0
89084,2023-03-23,3,0
888807,2023-03-23,0,2
15314,2023-03-23,4,0
880510,2023-03-23,4,0
41853,2023-03-23,0,2
891833,2023-03-23,0,2
500633,2023-03-23,0,2
799952,2023-03-23,3,0
798639,2023-03-23,3,0
329351,2023-03-23,4,0
337168,2023-03-23,1,0
839170,2023-03-23,1,0
455083,2023-03-23,0,2
487065,2023-03-23,0,2
690565,2023-03-23,0,2
961614,2023-03-23,3,2
361361,2023-03-23,0,2
291238,2023-03-23,0,2
654623,2023-03-23,4,2
313754,2023-03-23,0,2
378230,2023-03-23,0,2
658389,2023-03-23,1,2
990993,2023-03-23,1,2
602241,2023-03-23,0,2
991434,2023-03-23,3,0
319388,2023-03-23,0,2
107548,2023-03-23,0,2
687218,2023-03-23,1,0
194682,2023-03-23,4,0
681063,2023-03-23,3,0
679321,2023-03-23,4,0
378287,2023-03-23,0,2
667163,2023-03-23,4,0
561860,2023-03-23,3,0
712307,2023-03-23,4,0
962054,2023-03-23,0,2
890232,2023-03-23,3,0
532965,2023-03-23,0,2
689769,2023-03-23,4,2
969851,2023-03-23,0,2
305754,2023-03-23,1,0
398340,2023-03-23,3,2
491314,2023-03-23,0,2
33955,2023-03-23,0,2
470449,2023-03-23,0,2
652118,2023-03-23,3,0
621677,2023-03-23,0,2
272170,2023-03-23,3,0
721521,2023-03-23,0,2
692985,2023-03-23,0,2
53833,2023-03-23,1,0
876139,2023-03-23,0,2
903336,2023-03-23,3,0
120532,2023-03-23,1,0
945635,2023-03-23,1,0
490602,2023-03-23,1,0
131136,2023-03-23,1,0
644847,2023-03-23,4,0
327290,2023-03-23,3,0
993331,2023-03-23,4,0
807452,2023-03-23,4,0
451933,2023-03-23,3,0
94225,2023-03-23,0,2
704868,2023-03-23,3,0
18035,2023-03-23,4,0
336847,2023-03-23,1,0
144124,2023-03-23,1,0
747801,2023-03-23,4,2
589812,2023-03-23,1,0
677542,2023-03-23,0,2
604184,2023-03-23,1,2
709916,2023-03-23,1,0
700048,2023-03-23,4,0
448752,2023-03-23,0,2
365133,2023-03-23,0,2
767398,2023-03-23,4,0
473647,2023-03-23,0,2
34200,2023-03-23,0,2
753354,2023-03-23,3,0
490939,2023-03-23,3,0
803607,2023-03-23,0,2
124290,2023-03-23,4,2
799688,2023-03-23,0,2
492958,2023-03-23,4,0
63769,2023-03-23,0,2
366066,2023-03-23,0,2
6405,2023-03-23,3,2
853932,2023-03-23,3,2
970529,2023-03-23,0,2
51036,2023-03-23,0,2
433521,2023-03-23,1,0
927651,2023-03-23,0,2
4452,2023-03-23,0,2
440875,2023-03-23,0,2
953175,2023-03-23,0,2
707935,2023-03-23,0,2
120385,2023-03-23,4,2
52729,2023-03-23,3,0
373536,2023-03-23,3,0
564692,2023-03-23,0,2
131748,2023-03-23,3,2
256783,2023-03-23,0,2
186168,2023-03-23,3,2
537274,2023-03-23,3,2
913428,2023-03-23,0,2
642612,2023-03-23,4,2
784673,2023-03-23,3,2
425341,2023-03-23,0,2
771228,2023-03-23,0,2
760828,2023-03-23,0,2
451812,2023-03-23,4,0
677169,2023-03-23,3,2
557908,2023-03-23,0,2
837480,2023-03-23,0,2
566052,2023-03-23,0,2
137909,2023-03-23,1,0
799459,2023-03-23,0,2
264803,2023-03-23,4,2
851978,2023-03-23,0,2
992178,2023-03-23,3,0
26060,2023-03-23,3,0
123983,2023-03-23,3,0
154179,2023-03-23,3,0
298985,2023-03-23,3,2
444361,2023-03-23,0,2
240179,2023-03-23,3,0
890623,2023-03-24,1,0
34186,2023-03-24,0,2
196719,2023-03-24,3,0
478531,2023-03-24,0,2
812607,2023-03-24,0,2
818990,2023-03-24,4,0
14145,2023-03-24,0,2
847349,2023-03-24,0,2
871592,2023-03-24,4,0
284460,2023-03-24,1,0
473929,2023-03-24,4,0
552883,2023-03-24,0,2
952124,2023-03-24,4,0
397973,2023-03-24,0,2
555121,2023-03-24,0,2
217710,2023-03-24,0,2
714999,2023-03-24,0,2
382511,2023-03-24,4,0
67197,2023-03-24,0,2
880510,2023-03-24,3,0
41853,2023-03-24,0,2
891833,2023-03-24,1,0
741341,2023-03-24,0,2
798639,2023-03-24,1,0
833557,2023-03-24,4,0
324809,2023-03-24,1,0
659290,2023-03-24,0,2
883013,2023-03-24,1,0
455083,2023-03-24,4,0
183929,2023-03-24,3,0
592784,2023-03-24,0,2
734789,2023-03-24,1,0
949818,2023-03-24,3,0
690565,2023-03-24,4,0
961614,2023-03-24,0,2
361361,2023-03-24,0,2
291238,2023-03-24,3,0
654623,2023-03-24,0,2
313754,2023-03-24,0,2
563740,2023-03-24,3,0
658389,2023-03-24,0,2
990993,2023-03-24,3,0
542300,2023-03-24,4,0
491521,2023-03-24,0,2
914071,2023-03-24,4,0
481843,2023-03-24,0,2
991434,2023-03-24,0,2
60619,2023-03-24,0,2
962591,2023-03-24,0,2
328457,2023-03-24,0,2
679321,2023-03-24,3,0
300159,2023-03-24,0,2
667163,2023-03-24,4,2
561860,2023-03-24,4,0
712003,2023-03-24,4,2
890232,2023-03-24,4,2
689769,2023-03-24,0,2
969851,2023-03-24,0,2
305754,2023-03-24,0,2
398340,2023-03-24,3,0
491314,2023-03-24,3,0
33955,2023-03-24,0,2
470449,2023-03-24,4,0
131937,2023-03-24,1,2
652118,2023-03-24,0,2
187399,2023-03-24,3,0
925482,2023-03-24,0,2
272170,2023-03-24,3,0
721521,2023-03-24,0,2
692985,2023-03-24,3,2
53833,2023-03-24,0,2
903336,2023-03-24,3,0
120532,2023-03-24,0,2
760684,2023-03-24,4,0
354409,2023-03-24,4,2
490602,2023-03-24,3,2
131136,2023-03-24,4,0
287070,2023-03-24,1,0
644847,2023-03-24,0,2
327290,2023-03-24,1,2
451933,2023-03-24,1,0
704868,2023-03-24,1,0
18035,2023-03-24,0,2
820541,2023-03-24,0,2
552496,2023-03-24,3,2
455755,2023-03-24,0,2
91670,2023-03-24,3,2
144124,2023-03-24,4,0
747801,2023-03-24,1,0
677542,2023-03-24,1,2
604184,2023-03-24,3,2
697683,2023-03-24,3,0
968887,2023-03-24,0,2
700048,2023-03-24,1,0
448752,2023-03-24,0,2
133542,2023-03-24,0,2
767398,2023-03-24,3,0
473647,2023-03-24,3,2
9436,2023-03-24,3,0
385113,2023-03-24,4,0
112390,2023-03-24,0,2
34200,2023-03-24,3,0
753354,2023-03-24,3,0
672059,2023-03-24,4,2
124290,2023-03-24,4,2
799688,2023-03-24,3,0
859361,2023-03-24,0,2
492958,2023-03-24,4,2
219598,2023-03-24,3,0
140154,2023-03-24,4,2
449106,2023-03-24,4,0
256051,2023-03-24,0,2
615545,2023-03-24,0,2
